00:01 - Deadhead Count: 3243  Mandays: 9522, Active Legs: 13685, Excluded Legs: 3633, DH Excluded Legs: 3243, newMandays: 6142
04:01 - Deadhead Count: 6473  Mandays: 6931, Active Legs: 6650, Excluded Legs: 10668, DH Excluded Legs: 6473, newMandays: 221
08:01 - Deadhead Count: 6526  Mandays: 6991, Active Legs: 6682, Excluded Legs: 10636, DH Excluded Legs: 6526, newMandays: 264
12:01 - Deadhead Count: 6492  Mandays: 6947, Active Legs: 6642, Excluded Legs: 10676, DH Excluded Legs: 6492, newMandays: 205
16:01 - Deadhead Count: 6541  Mandays: 6980, Active Legs: 6692, Excluded Legs: 10626, DH Excluded Legs: 6541, newMandays: 228
20:01 - Deadhead Count: 6481  Mandays: 6954, Active Legs: 6655, Excluded Legs: 10663, DH Excluded Legs: 6481, newMandays: 274
24:01 - Deadhead Count: 6517  Mandays: 7042, Active Legs: 6674, Excluded Legs: 10644, DH Excluded Legs: 6517, newMandays: 253
28:01 - Deadhead Count: 6383  Mandays: 6893, Active Legs: 6553, Excluded Legs: 10765, DH Excluded Legs: 6383, newMandays: 303
32:01 - Deadhead Count: 6514  Mandays: 6941, Active Legs: 6659, Excluded Legs: 10659, DH Excluded Legs: 6513, newMandays: 219
36:01 - Deadhead Count: 6465  Mandays: 6925, Active Legs: 6622, Excluded Legs: 10696, DH Excluded Legs: 6465, newMandays: 213
40:01 - Deadhead Count: 6416  Mandays: 6908, Active Legs: 6592, Excluded Legs: 10726, DH Excluded Legs: 6416, newMandays: 258
44:01 - Deadhead Count: 6437  Mandays: 6903, Active Legs: 6604, Excluded Legs: 10714, DH Excluded Legs: 6436, newMandays: 263
48:00 - Deadhead Count: 4988  Mandays: 5254, Active Legs: 10951, Excluded Legs: 6367, DH Excluded Legs: 4988, newMandays: 137
52:00 - Deadhead Count: 4603  Mandays: 4831, Active Legs: 11993, Excluded Legs: 5325, DH Excluded Legs: 4603, newMandays: 114
56:00 - Deadhead Count: 4291  Mandays: 4489, Active Legs: 12250, Excluded Legs: 5068, DH Excluded Legs: 4284, newMandays: 52
60:00 - Deadhead Count: 4242  Mandays: 4451, Active Legs: 12420, Excluded Legs: 4898, DH Excluded Legs: 4230, newMandays: 38
64:00 - Deadhead Count: 4225  Mandays: 4471, Active Legs: 12457, Excluded Legs: 4861, DH Excluded Legs: 4225, newMandays: 129
68:00 - Deadhead Count: 4210  Mandays: 4414, Active Legs: 12549, Excluded Legs: 4769, DH Excluded Legs: 4192, newMandays: -121
72:00 - Deadhead Count: 4210  Mandays: 4414, Active Legs: 12549, Excluded Legs: 4769, DH Excluded Legs: 4192, newMandays: -121
76:00 - Deadhead Count: 4224  Mandays: 4438, Active Legs: 12576, Excluded Legs: 4742, DH Excluded Legs: 4222, newMandays: 84
80:00 - Deadhead Count: 4195  Mandays: 4381, Active Legs: 12624, Excluded Legs: 4694, DH Excluded Legs: 4195, newMandays: 84
84:00 - Deadhead Count: 4195  Mandays: 4381, Active Legs: 12624, Excluded Legs: 4694, DH Excluded Legs: 4195, newMandays: 84
88:00 - Deadhead Count: 4195  Mandays: 4381, Active Legs: 12624, Excluded Legs: 4694, DH Excluded Legs: 4195, newMandays: 84
92:00 - Deadhead Count: 4087  Mandays: 4280, Active Legs: 12641, Excluded Legs: 4677, DH Excluded Legs: 4087, newMandays: 92
96:00 - Deadhead Count: 4256  Mandays: 4450, Active Legs: 12692, Excluded Legs: 4626, DH Excluded Legs: 4256, newMandays: 86
100:00 - Deadhead Count: 4256  Mandays: 4450, Active Legs: 12692, Excluded Legs: 4626, DH Excluded Legs: 4256, newMandays: 86
104:00 - Deadhead Count: 4109  Mandays: 4318, Active Legs: 12523, Excluded Legs: 4795, DH Excluded Legs: 4109, newMandays: 95
108:00 - Deadhead Count: 4109  Mandays: 4318, Active Legs: 12523, Excluded Legs: 4795, DH Excluded Legs: 4109, newMandays: 95
112:00 - Deadhead Count: 4109  Mandays: 4318, Active Legs: 12523, Excluded Legs: 4795, DH Excluded Legs: 4109, newMandays: 95
116:00 - Deadhead Count: 4109  Mandays: 4318, Active Legs: 12523, Excluded Legs: 4795, DH Excluded Legs: 4109, newMandays: 95
120:00 - Deadhead Count: 4109  Mandays: 4318, Active Legs: 12523, Excluded Legs: 4795, DH Excluded Legs: 4109, newMandays: 95
124:00 - Deadhead Count: 4109  Mandays: 4318, Active Legs: 12523, Excluded Legs: 4795, DH Excluded Legs: 4109, newMandays: 95
128:00 - Deadhead Count: 4109  Mandays: 4318, Active Legs: 12523, Excluded Legs: 4795, DH Excluded Legs: 4109, newMandays: 95
