00:01 - Deadhead Count: 7420  Mandays: 7961, Active Legs: 7633, Excluded Legs: 8023, DH Excluded Legs: 7420, newMandays: 408
04:00 - Deadhead Count: 3060  Mandays: 5772, Active Legs: 4962, Excluded Legs: 10694, DH Excluded Legs: 3043, newMandays: 2444
08:00 - Deadhead Count: 1760  Mandays: 5977, Active Legs: 4882, Excluded Legs: 10774, DH Excluded Legs: 1703, newMandays: 3904
12:00 - Deadhead Count: 1297  Mandays: 6677, Active Legs: 5393, Excluded Legs: 10263, DH Excluded Legs: 1242, newMandays: 5205
16:00 - Deadhead Count: 1127  Mandays: 7263, Active Legs: 5902, Excluded Legs: 9754, DH Excluded Legs: 1058, newMandays: 5991
20:00 - Deadhead Count: 1043  Mandays: 7939, Active Legs: 6513, Excluded Legs: 9143, DH Excluded Legs: 961, newMandays: 6742
24:00 - Deadhead Count: 969  Mandays: 8518, Active Legs: 7022, Excluded Legs: 8634, DH Excluded Legs: 898, newMandays: 7384
28:00 - Deadhead Count: 961  Mandays: 9087, Active Legs: 7558, Excluded Legs: 8098, DH Excluded Legs: 901, newMandays: 7981
32:00 - Deadhead Count: 984  Mandays: 9529, Active Legs: 8036, Excluded Legs: 7620, DH Excluded Legs: 928, newMandays: 8414
36:00 - Deadhead Count: 1004  Mandays: 9877, Active Legs: 8442, Excluded Legs: 7214, DH Excluded Legs: 943, newMandays: 8737
40:00 - Deadhead Count: 1011  Mandays: 10119, Active Legs: 8775, Excluded Legs: 6881, DH Excluded Legs: 953, newMandays: 8996
44:00 - Deadhead Count: 1001  Mandays: 10473, Active Legs: 9146, Excluded Legs: 6510, DH Excluded Legs: 949, newMandays: 9353
48:00 - Deadhead Count: 997  Mandays: 10782, Active Legs: 9506, Excluded Legs: 6150, DH Excluded Legs: 944, newMandays: 9672
52:00 - Deadhead Count: 1017  Mandays: 11007, Active Legs: 9804, Excluded Legs: 5852, DH Excluded Legs: 965, newMandays: 9884
56:00 - Deadhead Count: 1035  Mandays: 11191, Active Legs: 10092, Excluded Legs: 5564, DH Excluded Legs: 984, newMandays: 10048
60:00 - Deadhead Count: 1034  Mandays: 11325, Active Legs: 10306, Excluded Legs: 5350, DH Excluded Legs: 982, newMandays: 10203
64:00 - Deadhead Count: 1031  Mandays: 11537, Active Legs: 10558, Excluded Legs: 5098, DH Excluded Legs: 983, newMandays: 10401
68:00 - Deadhead Count: 1022  Mandays: 11649, Active Legs: 10738, Excluded Legs: 4918, DH Excluded Legs: 977, newMandays: 10517
72:00 - Deadhead Count: 1033  Mandays: 11794, Active Legs: 10968, Excluded Legs: 4688, DH Excluded Legs: 995, newMandays: 10654
76:00 - Deadhead Count: 1043  Mandays: 11932, Active Legs: 11192, Excluded Legs: 4464, DH Excluded Legs: 1002, newMandays: 10793
80:00 - Deadhead Count: 1034  Mandays: 12029, Active Legs: 11350, Excluded Legs: 4306, DH Excluded Legs: 993, newMandays: 10900
84:00 - Deadhead Count: 1075  Mandays: 12144, Active Legs: 11561, Excluded Legs: 4095, DH Excluded Legs: 1031, newMandays: 10974
88:00 - Deadhead Count: 1068  Mandays: 12203, Active Legs: 11716, Excluded Legs: 3940, DH Excluded Legs: 1032, newMandays: 11026
92:00 - Deadhead Count: 1046  Mandays: 12219, Active Legs: 11811, Excluded Legs: 3845, DH Excluded Legs: 1012, newMandays: 11075
96:00 - Deadhead Count: 1077  Mandays: 12329, Active Legs: 11999, Excluded Legs: 3657, DH Excluded Legs: 1037, newMandays: 11154
100:00 - Deadhead Count: 1081  Mandays: 12382, Active Legs: 12134, Excluded Legs: 3522, DH Excluded Legs: 1039, newMandays: 11203
104:00 - Deadhead Count: 1085  Mandays: 12444, Active Legs: 12244, Excluded Legs: 3412, DH Excluded Legs: 1042, newMandays: 11258
