00:00 - Deadhead Count: 3243  Mandays: 9522, Active Legs: 13685, Excluded Legs: 3633, DH Excluded Legs: 3243, newMandays: 6142
364:00 - Deadhead Count: 936  Mandays: 11284, Active Legs: 15059, Excluded Legs: 2259, DH Excluded Legs: 930, newMandays: 10293
368:00 - Deadhead Count: 936  Mandays: 11284, Active Legs: 15059, Excluded Legs: 2259, DH Excluded Legs: 930, newMandays: 10293
372:00 - Deadhead Count: 936  Mandays: 11284, Active Legs: 15059, Excluded Legs: 2259, DH Excluded Legs: 930, newMandays: 10293
376:00 - Deadhead Count: 936  Mandays: 11284, Active Legs: 15059, Excluded Legs: 2259, DH Excluded Legs: 930, newMandays: 10293
380:00 - Deadhead Count: 936  Mandays: 11284, Active Legs: 15059, Excluded Legs: 2259, DH Excluded Legs: 930, newMandays: 10293
384:00 - Deadhead Count: 936  Mandays: 11284, Active Legs: 15059, Excluded Legs: 2259, DH Excluded Legs: 930, newMandays: 10293
388:00 - Deadhead Count: 936  Mandays: 11284, Active Legs: 15059, Excluded Legs: 2259, DH Excluded Legs: 930, newMandays: 10293
392:00 - Deadhead Count: 936  Mandays: 11284, Active Legs: 15059, Excluded Legs: 2259, DH Excluded Legs: 930, newMandays: 10293
396:00 - Deadhead Count: 936  Mandays: 11284, Active Legs: 15059, Excluded Legs: 2259, DH Excluded Legs: 930, newMandays: 10293
400:00 - Deadhead Count: 936  Mandays: 11284, Active Legs: 15059, Excluded Legs: 2259, DH Excluded Legs: 930, newMandays: 10293
