184:00 - Deadhead Count: 808  Mandays: 10700, Active Legs: 13460, Excluded Legs: 2196, DH Excluded Legs: 784, newMandays: 9853
188:00 - Deadhead Count: 808  Mandays: 10700, Active Legs: 13460, Excluded Legs: 2196, DH Excluded Legs: 784, newMandays: 9853
192:00 - Deadhead Count: 808  Mandays: 10700, Active Legs: 13460, Excluded Legs: 2196, DH Excluded Legs: 784, newMandays: 9853
196:00 - Deadhead Count: 808  Mandays: 10700, Active Legs: 13460, Excluded Legs: 2196, DH Excluded Legs: 784, newMandays: 9853
200:00 - Deadhead Count: 808  Mandays: 10700, Active Legs: 13460, Excluded Legs: 2196, DH Excluded Legs: 784, newMandays: 9853
204:00 - Deadhead Count: 808  Mandays: 10700, Active Legs: 13460, Excluded Legs: 2196, DH Excluded Legs: 784, newMandays: 9853
208:00 - Deadhead Count: 808  Mandays: 10700, Active Legs: 13460, Excluded Legs: 2196, DH Excluded Legs: 784, newMandays: 9853
212:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
216:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
220:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
224:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
228:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
232:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
236:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
240:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
244:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
248:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
252:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
256:00 - Deadhead Count: 794  Mandays: 10727, Active Legs: 13528, Excluded Legs: 2128, DH Excluded Legs: 777, newMandays: 9905
260:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
264:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
268:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
272:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
276:00 - Deadhead Count: 768  Mandays: 10691, Active Legs: 13584, Excluded Legs: 2072, DH Excluded Legs: 753, newMandays: 9892
